admin0,admin1,date,cases,deaths
Ecuador,Guayas,6/13/2020,14626,1491
Ecuador,Imbabura,6/13/2020,341,19
Ecuador,Loja,6/13/2020,558,35
Ecuador,Los Rios,6/13/2020,1940,239
Ecuador,Manabi,6/13/2020,3248,526
Ecuador,Morona Santiago,6/13/2020,266,8
Ecuador,Napo,6/13/2020,390,30
Ecuador,Orellana,6/13/2020,415,7
Ecuador,Pastaza,6/13/2020,391,7
Ecuador,Pichincha,6/13/2020,5185,386
Ecuador,Santa Elena,6/13/2020,855,297
Ecuador,Sto. Domingo Tsachilas,6/13/2020,1364,94
Ecuador,Sucumbios,6/13/2020,230,10
Ecuador,Tungurahua,6/13/2020,681,81
Ecuador,Zamora Chinchipe,6/13/2020,357,9
Ecuador,Azuay,7/13/2020,2336,69
Ecuador,Bolivar,7/13/2020,878,44
Ecuador,Canar,7/13/2020,621,47
Ecuador,Carchi,7/13/2020,460,19
Ecuador,Chimborazo,7/13/2020,1019,170
Ecuador,Cotopaxi,7/13/2020,1472,139
Ecuador,El Oro,7/13/2020,2406,305
Ecuador,Esmeraldas,7/13/2020,2538,162
Ecuador,Galapagos,7/13/2020,100,1
Ecuador,Guayas,7/13/2020,16506,1637
Ecuador,Imbabura,7/13/2020,887,47
Ecuador,Loja,7/13/2020,1393,55
Ecuador,Los Rios,7/13/2020,2610,302
Ecuador,Manabi,7/13/2020,5186,681
Ecuador,Morona Santiago,7/13/2020,1371,13
Ecuador,Napo,7/13/2020,726,42
Ecuador,Orellana,7/13/2020,921,27
Ecuador,Pastaza,7/13/2020,962,34
Ecuador,Pichincha,7/13/2020,10681,583
Ecuador,Santa Elena,7/13/2020,988,327
Ecuador,Sto. Domingo Tsachilas,7/13/2020,2571,175
Ecuador,Sucumbios,7/13/2020,644,25
Ecuador,Tungurahua,7/13/2020,1480,132
Ecuador,Zamora Chinchipe,7/13/2020,747,27
Ecuador,Azuay,8/13/2020,4149,93
Ecuador,Bolivar,8/13/2020,1322,53
Ecuador,Canar,8/13/2020,900,58
Ecuador,Carchi,8/13/2020,1344,32
Ecuador,Chimborazo,8/13/2020,1710,231
Ecuador,Cotopaxi,8/13/2020,2490,179
Ecuador,El Oro,8/13/2020,3755,343
Ecuador,Esmeraldas,8/13/2020,3388,192
Ecuador,Galapagos,8/13/2020,106,1
Ecuador,Guayas,8/13/2020,18092,1665
Ecuador,Imbabura,8/13/2020,2038,80
Ecuador,Loja,8/13/2020,3351,116
Ecuador,Los Rios,8/13/2020,2975,321
Ecuador,Manabi,8/13/2020,7290,823
Ecuador,Morona Santiago,8/13/2020,2207,17
Ecuador,Napo,8/13/2020,985,52
Ecuador,Orellana,8/13/2020,1461,34
Ecuador,Pastaza,8/13/2020,1662,45
Ecuador,Pichincha,8/13/2020,19536,783
Ecuador,Santa Elena,8/13/2020,1183,334
Ecuador,Sto. Domingo Tsachilas,8/13/2020,4140,282
Ecuador,Sucumbios,8/13/2020,1672,65
Ecuador,Tungurahua,8/13/2020,2551,173
Ecuador,Zamora Chinchipe,8/13/2020,1080,38
Ecuador,Azuay,5/14/2020,583,25
Ecuador,Bolivar,5/14/2020,180,18
Ecuador,Canar,5/14/2020,251,22
Ecuador,Carchi,5/14/2020,100,8
Ecuador,Chimborazo,5/14/2020,253,70
Ecuador,Cotopaxi,5/14/2020,207,38
Ecuador,El Oro,5/14/2020,716,126
Ecuador,Esmeraldas,5/14/2020,374,49
Ecuador,Galapagos,5/14/2020,71,1
Ecuador,Guayas,5/14/2020,12046,1175
Ecuador,Imbabura,5/14/2020,141,11
Ecuador,Loja,5/14/2020,260,14
Ecuador,Los Rios,5/14/2020,1009,95
Ecuador,Manabi,5/14/2020,1281,279
Ecuador,Morona Santiago,5/14/2020,49,1
Ecuador,Napo,5/14/2020,61,3
Ecuador,Orellana,5/14/2020,67,1
Ecuador,Pastaza,5/14/2020,114,5
Ecuador,Pichincha,5/14/2020,2339,114
Ecuador,Santa Elena,5/14/2020,524,193
Ecuador,Sto. Domingo Tsachilas,5/14/2020,488,48
Ecuador,Sucumbios,5/14/2020,67,3
Ecuador,Tungurahua,5/14/2020,312,37
Ecuador,Zamora Chinchipe,5/14/2020,72,2
Ecuador,Azuay,6/14/2020,1249,41
Ecuador,Bolivar,6/14/2020,452,31
Ecuador,Canar,6/14/2020,413,37
Ecuador,Carchi,6/14/2020,204,13
Ecuador,Chimborazo,6/14/2020,544,126
Ecuador,Cotopaxi,6/14/2020,750,68
Ecuador,El Oro,6/14/2020,1514,221
Ecuador,Esmeraldas,6/14/2020,1478,102
Ecuador,Galapagos,6/14/2020,77,1
Ecuador,Guayas,6/14/2020,14639,1493
Ecuador,Imbabura,6/14/2020,344,19
Ecuador,Loja,6/14/2020,571,35
Ecuador,Los Rios,6/14/2020,1965,239
Ecuador,Manabi,6/14/2020,3335,526
Ecuador,Morona Santiago,6/14/2020,292,8
Ecuador,Napo,6/14/2020,390,30
Ecuador,Orellana,6/14/2020,417,8
Ecuador,Pastaza,6/14/2020,392,7
Ecuador,Pichincha,6/14/2020,5233,391
Ecuador,Santa Elena,6/14/2020,857,305
Ecuador,Sto. Domingo Tsachilas,6/14/2020,1386,95
Ecuador,Sucumbios,6/14/2020,242,10
Ecuador,Tungurahua,6/14/2020,693,81
Ecuador,Zamora Chinchipe,6/14/2020,358,9
Ecuador,Azuay,7/14/2020,2363,69
Ecuador,Bolivar,7/14/2020,896,45
Ecuador,Canar,7/14/2020,626,47
Ecuador,Carchi,7/14/2020,472,19
Ecuador,Chimborazo,7/14/2020,1023,178
Ecuador,Cotopaxi,7/14/2020,1529,144
Ecuador,El Oro,7/14/2020,2432,308
Ecuador,Esmeraldas,7/14/2020,2636,162
Ecuador,Galapagos,7/14/2020,100,1
Ecuador,Guayas,7/14/2020,16610,1637
Ecuador,Imbabura,7/14/2020,889,49
Ecuador,Loja,7/14/2020,1450,56
Ecuador,Los Rios,7/14/2020,2627,311
Ecuador,Manabi,7/14/2020,5276,694
Ecuador,Morona Santiago,7/14/2020,1409,13
Ecuador,Napo,7/14/2020,762,42
Ecuador,Orellana,7/14/2020,978,27
Ecuador,Pastaza,7/14/2020,1012,34
Ecuador,Pichincha,7/14/2020,10920,585
Ecuador,Santa Elena,7/14/2020,998,327
Ecuador,Sto. Domingo Tsachilas,7/14/2020,2638,175
Ecuador,Sucumbios,7/14/2020,700,25
Ecuador,Tungurahua,7/14/2020,1497,155
Ecuador,Zamora Chinchipe,7/14/2020,771,27
Ecuador,Azuay,8/14/2020,4244,95
Ecuador,Bolivar,8/14/2020,1325,53
Ecuador,Canar,8/14/2020,911,59
Ecuador,Carchi,8/14/2020,1389,32
Ecuador,Chimborazo,8/14/2020,1714,231
Ecuador,Cotopaxi,8/14/2020,2535,179
Ecuador,El Oro,8/14/2020,3821,346
Ecuador,Esmeraldas,8/14/2020,3402,192
Ecuador,Galapagos,8/14/2020,106,1
Ecuador,Guayas,8/14/2020,18205,1666
Ecuador,Imbabura,8/14/2020,2062,82
Ecuador,Loja,8/14/2020,3427,117
Ecuador,Los Rios,8/14/2020,2989,321
Ecuador,Manabi,8/14/2020,7368,825
Ecuador,Morona Santiago,8/14/2020,2238,17
Ecuador,Napo,8/14/2020,996,52
Ecuador,Orellana,8/14/2020,1465,34
Ecuador,Pastaza,8/14/2020,1662,45
Ecuador,Pichincha,8/14/2020,19851,789
Ecuador,Santa Elena,8/14/2020,1185,334
Ecuador,Sto. Domingo Tsachilas,8/14/2020,4167,283
Ecuador,Sucumbios,8/14/2020,1691,66
Ecuador,Tungurahua,8/14/2020,2618,173
Ecuador,Zamora Chinchipe,8/14/2020,1082,38
Ecuador,Azuay,5/15/2020,657,27
Ecuador,Bolivar,5/15/2020,206,18
Ecuador,Canar,5/15/2020,269,24
Ecuador,Carchi,5/15/2020,100,8
Ecuador,Chimborazo,5/15/2020,287,84
Ecuador,Cotopaxi,5/15/2020,221,38
Ecuador,El Oro,5/15/2020,839,137
Ecuador,Esmeraldas,5/15/2020,394,54
Ecuador,Galapagos,5/15/2020,73,1
Ecuador,Guayas,5/15/2020,12081,1184
Ecuador,Imbabura,5/15/2020,146,11
Ecuador,Loja,5/15/2020,279,17
Ecuador,Los Rios,5/15/2020,1124,126
Ecuador,Manabi,5/15/2020,1374,325
Ecuador,Morona Santiago,5/15/2020,60,1
Ecuador,Napo,5/15/2020,88,5
Ecuador,Orellana,5/15/2020,70,2
Ecuador,Pastaza,5/15/2020,116,5
Ecuador,Pichincha,5/15/2020,2484,181
Ecuador,Santa Elena,5/15/2020,627,242
Ecuador,Sto. Domingo Tsachilas,5/15/2020,553,51
Ecuador,Sucumbios,5/15/2020,74,3
Ecuador,Tungurahua,5/15/2020,323,48
Ecuador,Zamora Chinchipe,5/15/2020,85,2
Ecuador,Azuay,6/15/2020,1262,41
Ecuador,Bolivar,6/15/2020,463,31
Ecuador,Canar,6/15/2020,426,37
Ecuador,Carchi,6/15/2020,212,14
Ecuador,Chimborazo,6/15/2020,554,126
Ecuador,Cotopaxi,6/15/2020,767,68
Ecuador,El Oro,6/15/2020,1574,221
Ecuador,Esmeraldas,6/15/2020,1531,108
Ecuador,Galapagos,6/15/2020,77,1
Ecuador,Guayas,6/15/2020,14649,1494
Ecuador,Imbabura,6/15/2020,376,21
Ecuador,Loja,6/15/2020,588,36
Ecuador,Los Rios,6/15/2020,1977,239
Ecuador,Manabi,6/15/2020,3354,531
Ecuador,Morona Santiago,6/15/2020,312,8
Ecuador,Napo,6/15/2020,404,30
Ecuador,Orellana,6/15/2020,483,9
Ecuador,Pastaza,6/15/2020,439,8
Ecuador,Pichincha,6/15/2020,5329,395
Ecuador,Santa Elena,6/15/2020,858,313
Ecuador,Sto. Domingo Tsachilas,6/15/2020,1398,95
Ecuador,Sucumbios,6/15/2020,273,12
Ecuador,Tungurahua,6/15/2020,695,81
Ecuador,Zamora Chinchipe,6/15/2020,365,10
Ecuador,Azuay,7/15/2020,2401,70
Ecuador,Bolivar,7/15/2020,912,46
Ecuador,Canar,7/15/2020,627,47
Ecuador,Carchi,7/15/2020,507,19
Ecuador,Chimborazo,7/15/2020,1028,178
Ecuador,Cotopaxi,7/15/2020,1558,147
Ecuador,El Oro,7/15/2020,2445,311
Ecuador,Esmeraldas,7/15/2020,2647,163
Ecuador,Galapagos,7/15/2020,100,1
Ecuador,Guayas,7/15/2020,16682,1637
Ecuador,Imbabura,7/15/2020,962,51
Ecuador,Loja,7/15/2020,1471,58
Ecuador,Los Rios,7/15/2020,2646,312
Ecuador,Manabi,7/15/2020,5351,695
Ecuador,Morona Santiago,7/15/2020,1430,13
Ecuador,Napo,7/15/2020,770,42
Ecuador,Orellana,7/15/2020,1022,30
Ecuador,Pastaza,7/15/2020,1035,35
Ecuador,Pichincha,7/15/2020,11079,588
Ecuador,Santa Elena,7/15/2020,999,328
Ecuador,Sto. Domingo Tsachilas,7/15/2020,2685,179
Ecuador,Sucumbios,7/15/2020,709,25
Ecuador,Tungurahua,7/15/2020,1532,156
Ecuador,Zamora Chinchipe,7/15/2020,775,27
Ecuador,Azuay,8/15/2020,4306,95
Ecuador,Bolivar,8/15/2020,1331,53
Ecuador,Canar,8/15/2020,918,59
Ecuador,Carchi,8/15/2020,1422,33
Ecuador,Chimborazo,8/15/2020,1718,231
Ecuador,Cotopaxi,8/15/2020,2575,182
Ecuador,El Oro,8/15/2020,3845,347
Ecuador,Esmeraldas,8/15/2020,3412,193
Ecuador,Galapagos,8/15/2020,106,1
Ecuador,Guayas,8/15/2020,18289,1666
Ecuador,Imbabura,8/15/2020,2125,84
Ecuador,Loja,8/15/2020,3462,119
Ecuador,Los Rios,8/15/2020,2995,321
Ecuador,Manabi,8/15/2020,7466,826
Ecuador,Morona Santiago,8/15/2020,2262,17
Ecuador,Napo,8/15/2020,1001,52
Ecuador,Orellana,8/15/2020,1472,34
Ecuador,Pastaza,8/15/2020,1705,45
Ecuador,Pichincha,8/15/2020,20304,803
Ecuador,Santa Elena,8/15/2020,1188,334
Ecuador,Sto. Domingo Tsachilas,8/15/2020,4203,288
Ecuador,Sucumbios,8/15/2020,1769,68
Ecuador,Tungurahua,8/15/2020,2775,176
Ecuador,Zamora Chinchipe,8/15/2020,1083,38
Ecuador,Azuay,5/16/2020,671,29
Ecuador,Bolivar,5/16/2020,218,18
Ecuador,Canar,5/16/2020,272,25
Ecuador,Carchi,5/16/2020,105,8
Ecuador,Chimborazo,5/16/2020,299,85
Ecuador,Cotopaxi,5/16/2020,228,38
Ecuador,El Oro,5/16/2020,907,145
Ecuador,Esmeraldas,5/16/2020,417,54
Ecuador,Galapagos,5/16/2020,73,1
Ecuador,Guayas,5/16/2020,12907,1213
Ecuador,Imbabura,5/16/2020,149,11
Ecuador,Loja,5/16/2020,296,19
Ecuador,Los Rios,5/16/2020,1179,139
Ecuador,Manabi,5/16/2020,1468,328
Ecuador,Morona Santiago,5/16/2020,63,1
Ecuador,Napo,5/16/2020,95,7
Ecuador,Orellana,5/16/2020,85,2
Ecuador,Pastaza,5/16/2020,127,5
Ecuador,Pichincha,5/16/2020,2520,209
Ecuador,Santa Elena,5/16/2020,644,243
Ecuador,Sto. Domingo Tsachilas,5/16/2020,558,52
Ecuador,Sucumbios,5/16/2020,75,3
Ecuador,Tungurahua,5/16/2020,337,51
Ecuador,Zamora Chinchipe,5/16/2020,93,2
Ecuador,Azuay,6/16/2020,1281,41
Ecuador,Bolivar,6/16/2020,474,31
Ecuador,Canar,6/16/2020,428,37
Ecuador,Carchi,6/16/2020,214,14
Ecuador,Chimborazo,6/16/2020,561,127
Ecuador,Cotopaxi,6/16/2020,775,70
Ecuador,El Oro,6/16/2020,1580,223
Ecuador,Esmeraldas,6/16/2020,1583,109
Ecuador,Galapagos,6/16/2020,77,1
Ecuador,Guayas,6/16/2020,14680,1499
Ecuador,Imbabura,6/16/2020,385,22
Ecuador,Loja,6/16/2020,591,37
Ecuador,Los Rios,6/16/2020,2012,239
Ecuador,Manabi,6/16/2020,3532,533
Ecuador,Morona Santiago,6/16/2020,321,8
Ecuador,Napo,6/16/2020,406,30
Ecuador,Orellana,6/16/2020,495,9
Ecuador,Pastaza,6/16/2020,441,9
Ecuador,Pichincha,6/16/2020,5457,415
Ecuador,Santa Elena,6/16/2020,870,316
Ecuador,Sto. Domingo Tsachilas,6/16/2020,1448,95
Ecuador,Sucumbios,6/16/2020,275,13
Ecuador,Tungurahua,6/16/2020,718,81
Ecuador,Zamora Chinchipe,6/16/2020,383,11
Ecuador,Azuay,7/16/2020,2463,70
Ecuador,Bolivar,7/16/2020,931,46
Ecuador,Canar,7/16/2020,631,47
Ecuador,Carchi,7/16/2020,527,20
Ecuador,Chimborazo,7/16/2020,1051,179
Ecuador,Cotopaxi,7/16/2020,1586,150
Ecuador,El Oro,7/16/2020,2496,311
Ecuador,Esmeraldas,7/16/2020,2693,163
Ecuador,Galapagos,7/16/2020,100,1
Ecuador,Guayas,7/16/2020,16810,1640
Ecuador,Imbabura,7/16/2020,993,51
Ecuador,Loja,7/16/2020,1521,59
Ecuador,Los Rios,7/16/2020,2672,313
Ecuador,Manabi,7/16/2020,5439,706
Ecuador,Morona Santiago,7/16/2020,1458,13
Ecuador,Napo,7/16/2020,785,42
Ecuador,Orellana,7/16/2020,1056,30
Ecuador,Pastaza,7/16/2020,1054,36
Ecuador,Pichincha,7/16/2020,11269,615
Ecuador,Santa Elena,7/16/2020,1006,328
Ecuador,Sto. Domingo Tsachilas,7/16/2020,2769,179
Ecuador,Sucumbios,7/16/2020,768,25
Ecuador,Tungurahua,7/16/2020,1551,156
Ecuador,Zamora Chinchipe,7/16/2020,780,27
Ecuador,Azuay,8/16/2020,4346,95
Ecuador,Bolivar,8/16/2020,1336,53
Ecuador,Canar,8/16/2020,925,59
Ecuador,Carchi,8/16/2020,1468,33
Ecuador,Chimborazo,8/16/2020,1764,231
Ecuador,Cotopaxi,8/16/2020,2603,182
Ecuador,El Oro,8/16/2020,3870,347
Ecuador,Esmeraldas,8/16/2020,3415,193
Ecuador,Galapagos,8/16/2020,106,1
Ecuador,Guayas,8/16/2020,18327,1666
Ecuador,Imbabura,8/16/2020,2301,85
Ecuador,Loja,8/16/2020,3489,120
Ecuador,Los Rios,8/16/2020,2997,321
Ecuador,Manabi,8/16/2020,7485,827
Ecuador,Morona Santiago,8/16/2020,2273,17
Ecuador,Napo,8/16/2020,1009,53
Ecuador,Orellana,8/16/2020,1489,34
Ecuador,Pastaza,8/16/2020,1708,45
Ecuador,Pichincha,8/16/2020,20510,803
Ecuador,Santa Elena,8/16/2020,1190,334
Ecuador,Sto. Domingo Tsachilas,8/16/2020,4254,288
Ecuador,Sucumbios,8/16/2020,1786,68
Ecuador,Tungurahua,8/16/2020,2851,177
Ecuador,Zamora Chinchipe,8/16/2020,1084,38
Ecuador,Azuay,5/17/2020,693,29
Ecuador,Bolivar,5/17/2020,230,19
Ecuador,Canar,5/17/2020,277,25
Ecuador,Carchi,5/17/2020,105,8
Ecuador,Chimborazo,5/17/2020,299,87
Ecuador,Cotopaxi,5/17/2020,230,38
Ecuador,El Oro,5/17/2020,920,145
Ecuador,Esmeraldas,5/17/2020,456,56
Ecuador,Galapagos,5/17/2020,74,1
Ecuador,Guayas,5/17/2020,13055,1226
Ecuador,Imbabura,5/17/2020,151,11
Ecuador,Loja,5/17/2020,300,19
Ecuador,Los Rios,5/17/2020,1215,151
Ecuador,Manabi,5/17/2020,1528,337
Ecuador,Morona Santiago,5/17/2020,64,1
Ecuador,Napo,5/17/2020,101,7
Ecuador,Orellana,5/17/2020,90,2
Ecuador,Pastaza,5/17/2020,129,5
Ecuador,Pichincha,5/17/2020,2582,215
Ecuador,Santa Elena,5/17/2020,648,245
Ecuador,Sto. Domingo Tsachilas,5/17/2020,576,52
Ecuador,Sucumbios,5/17/2020,76,3
Ecuador,Tungurahua,5/17/2020,345,52
Ecuador,Zamora Chinchipe,5/17/2020,101,2
Ecuador,Azuay,6/17/2020,1294,44
Ecuador,Bolivar,6/17/2020,478,31
Ecuador,Canar,6/17/2020,428,37
Ecuador,Carchi,6/17/2020,214,14
Ecuador,Chimborazo,6/17/2020,583,133
Ecuador,Cotopaxi,6/17/2020,823,72
Ecuador,El Oro,6/17/2020,1595,234
Ecuador,Esmeraldas,6/17/2020,1664,109
Ecuador,Galapagos,6/17/2020,77,1
Ecuador,Guayas,6/17/2020,14700,1500
Ecuador,Imbabura,6/17/2020,428,25
Ecuador,Loja,6/17/2020,613,37
Ecuador,Los Rios,6/17/2020,2016,239
Ecuador,Manabi,6/17/2020,3586,535
Ecuador,Morona Santiago,6/17/2020,333,8
Ecuador,Napo,6/17/2020,406,30
Ecuador,Orellana,6/17/2020,508,12
Ecuador,Pastaza,6/17/2020,462,9
Ecuador,Pichincha,6/17/2020,5538,416
Ecuador,Santa Elena,6/17/2020,874,316
Ecuador,Sto. Domingo Tsachilas,6/17/2020,1495,99
Ecuador,Sucumbios,6/17/2020,275,13
Ecuador,Tungurahua,6/17/2020,759,82
Ecuador,Zamora Chinchipe,6/17/2020,385,11
Ecuador,Azuay,7/17/2020,2510,70
Ecuador,Bolivar,7/17/2020,935,47
Ecuador,Canar,7/17/2020,632,48
Ecuador,Carchi,7/17/2020,528,20
Ecuador,Chimborazo,7/17/2020,1081,182
Ecuador,Cotopaxi,7/17/2020,1596,151
Ecuador,El Oro,7/17/2020,2580,312
Ecuador,Esmeraldas,7/17/2020,2854,165
Ecuador,Galapagos,7/17/2020,101,1
Ecuador,Guayas,7/17/2020,16920,1641
Ecuador,Imbabura,7/17/2020,1002,54
Ecuador,Loja,7/17/2020,1566,59
Ecuador,Los Rios,7/17/2020,2693,314
Ecuador,Manabi,7/17/2020,5543,712
Ecuador,Morona Santiago,7/17/2020,1467,13
Ecuador,Napo,7/17/2020,786,42
Ecuador,Orellana,7/17/2020,1060,30
Ecuador,Pastaza,7/17/2020,1061,36
Ecuador,Pichincha,7/17/2020,11478,630
Ecuador,Santa Elena,7/17/2020,1092,328
Ecuador,Sto. Domingo Tsachilas,7/17/2020,2808,187
Ecuador,Sucumbios,7/17/2020,798,25
Ecuador,Tungurahua,7/17/2020,1615,156
Ecuador,Zamora Chinchipe,7/17/2020,782,27
Ecuador,Azuay,8/17/2020,4350,95
Ecuador,Bolivar,8/17/2020,1340,53
Ecuador,Canar,8/17/2020,925,59
Ecuador,Carchi,8/17/2020,1472,33
Ecuador,Chimborazo,8/17/2020,1788,231
Ecuador,Cotopaxi,8/17/2020,2604,185
Ecuador,El Oro,8/17/2020,3877,347
Ecuador,Esmeraldas,8/17/2020,3415,193
Ecuador,Galapagos,8/17/2020,106,1
Ecuador,Guayas,8/17/2020,18328,1666
Ecuador,Imbabura,8/17/2020,2327,85
Ecuador,Loja,8/17/2020,3505,121
Ecuador,Los Rios,8/17/2020,3006,321
Ecuador,Manabi,8/17/2020,7519,831
Ecuador,Morona Santiago,8/17/2020,2273,17
Ecuador,Napo,8/17/2020,1009,56
Ecuador,Orellana,8/17/2020,1490,34
Ecuador,Pastaza,8/17/2020,1709,46
Ecuador,Pichincha,8/17/2020,20542,804
Ecuador,Santa Elena,8/17/2020,1190,334
Ecuador,Sto. Domingo Tsachilas,8/17/2020,4262,288
Ecuador,Sucumbios,8/17/2020,1786,68
Ecuador,Tungurahua,8/17/2020,2887,177
Ecuador,Zamora Chinchipe,8/17/2020,1085,38
Ecuador,Azuay,5/18/2020,700,29
Ecuador,Bolivar,5/18/2020,240,20
Ecuador,Canar,5/18/2020,288,25
Ecuador,Carchi,5/18/2020,108,8
Ecuador,Chimborazo,5/18/2020,308,90
Ecuador,Cotopaxi,5/18/2020,237,38
Ecuador,El Oro,5/18/2020,935,147
Ecuador,Esmeraldas,5/18/2020,479,58
Ecuador,Galapagos,5/18/2020,74,1
Ecuador,Guayas,5/18/2020,13097,1238
Ecuador,Imbabura,5/18/2020,152,11
Ecuador,Loja,5/18/2020,306,19
Ecuador,Los Rios,5/18/2020,1232,160
Ecuador,Manabi,5/18/2020,1601,343
Ecuador,Morona Santiago,5/18/2020,70,1
Ecuador,Napo,5/18/2020,105,7
Ecuador,Orellana,5/18/2020,97,3
Ecuador,Pastaza,5/18/2020,131,5
Ecuador,Pichincha,5/18/2020,2681,216
Ecuador,Santa Elena,5/18/2020,652,265
Ecuador,Sto. Domingo Tsachilas,5/18/2020,588,54
Ecuador,Sucumbios,5/18/2020,84,3
Ecuador,Tungurahua,5/18/2020,355,56
Ecuador,Zamora Chinchipe,5/18/2020,106,2
Ecuador,Azuay,6/18/2020,1349,47
Ecuador,Bolivar,6/18/2020,490,31
Ecuador,Canar,6/18/2020,438,37
Ecuador,Carchi,6/18/2020,222,14
Ecuador,Chimborazo,6/18/2020,591,133
Ecuador,Cotopaxi,6/18/2020,832,83
Ecuador,El Oro,6/18/2020,1657,239
Ecuador,Esmeraldas,6/18/2020,1677,121
Ecuador,Galapagos,6/18/2020,77,1
Ecuador,Guayas,6/18/2020,14728,1516
Ecuador,Imbabura,6/18/2020,444,27
Ecuador,Loja,6/18/2020,636,38
Ecuador,Los Rios,6/18/2020,2039,241
Ecuador,Manabi,6/18/2020,3642,546
Ecuador,Morona Santiago,6/18/2020,350,8
Ecuador,Napo,6/18/2020,445,30
Ecuador,Orellana,6/18/2020,509,14
Ecuador,Pastaza,6/18/2020,484,12
Ecuador,Pichincha,6/18/2020,5645,421
Ecuador,Santa Elena,6/18/2020,887,316
Ecuador,Sto. Domingo Tsachilas,6/18/2020,1537,103
Ecuador,Sucumbios,6/18/2020,283,13
Ecuador,Tungurahua,6/18/2020,777,85
Ecuador,Zamora Chinchipe,6/18/2020,402,11
Ecuador,Azuay,7/18/2020,2590,70
Ecuador,Bolivar,7/18/2020,984,47
Ecuador,Canar,7/18/2020,638,48
Ecuador,Carchi,7/18/2020,554,20
Ecuador,Chimborazo,7/18/2020,1097,185
Ecuador,Cotopaxi,7/18/2020,1632,152
Ecuador,El Oro,7/18/2020,2617,312
Ecuador,Esmeraldas,7/18/2020,2856,168
Ecuador,Galapagos,7/18/2020,101,1
Ecuador,Guayas,7/18/2020,16992,1643
Ecuador,Imbabura,7/18/2020,1048,54
Ecuador,Loja,7/18/2020,1607,59
Ecuador,Los Rios,7/18/2020,2709,314
Ecuador,Manabi,7/18/2020,5664,728
Ecuador,Morona Santiago,7/18/2020,1486,13
Ecuador,Napo,7/18/2020,810,46
Ecuador,Orellana,7/18/2020,1073,30
Ecuador,Pastaza,7/18/2020,1119,36
Ecuador,Pichincha,7/18/2020,11645,632
Ecuador,Santa Elena,7/18/2020,1100,328
Ecuador,Sto. Domingo Tsachilas,7/18/2020,2849,188
Ecuador,Sucumbios,7/18/2020,820,25
Ecuador,Tungurahua,7/18/2020,1661,156
Ecuador,Zamora Chinchipe,7/18/2020,783,27
Ecuador,Azuay,8/18/2020,4412,95
Ecuador,Bolivar,8/18/2020,1341,53
Ecuador,Canar,8/18/2020,929,59
Ecuador,Carchi,8/18/2020,1527,35
Ecuador,Chimborazo,8/18/2020,1807,236
Ecuador,Cotopaxi,8/18/2020,2647,185
Ecuador,El Oro,8/18/2020,3958,347
Ecuador,Esmeraldas,8/18/2020,3441,193
Ecuador,Galapagos,8/18/2020,109,1
Ecuador,Guayas,8/18/2020,18343,1666
Ecuador,Imbabura,8/18/2020,2419,85
Ecuador,Loja,8/18/2020,3576,126
Ecuador,Los Rios,8/18/2020,3007,321
Ecuador,Manabi,8/18/2020,7632,836
Ecuador,Morona Santiago,8/18/2020,2279,18
Ecuador,Napo,8/18/2020,1014,56
Ecuador,Orellana,8/18/2020,1496,34
Ecuador,Pastaza,8/18/2020,1720,46
Ecuador,Pichincha,8/18/2020,20986,807
Ecuador,Santa Elena,8/18/2020,1199,334
Ecuador,Sto. Domingo Tsachilas,8/18/2020,4265,289
Ecuador,Sucumbios,8/18/2020,1842,68
Ecuador,Tungurahua,8/18/2020,2922,177
Ecuador,Zamora Chinchipe,8/18/2020,1114,38
Ecuador,Azuay,5/19/2020,730,29
Ecuador,Bolivar,5/19/2020,257,20
Ecuador,Canar,5/19/2020,288,27
Ecuador,Carchi,5/19/2020,110,8
Ecuador,Chimborazo,5/19/2020,324,91
Ecuador,Cotopaxi,5/19/2020,251,40
Ecuador,El Oro,5/19/2020,959,147
Ecuador,Esmeraldas,5/19/2020,499,61
Ecuador,Galapagos,5/19/2020,76,1
Ecuador,Guayas,5/19/2020,13175,1254
Ecuador,Imbabura,5/19/2020,168,12
Ecuador,Loja,5/19/2020,309,20
Ecuador,Los Rios,5/19/2020,1239,161
Ecuador,Manabi,5/19/2020,1638,346
Ecuador,Morona Santiago,5/19/2020,70,1
Ecuador,Napo,5/19/2020,115,9
Ecuador,Orellana,5/19/2020,107,3
Ecuador,Pastaza,5/19/2020,136,5
Ecuador,Pichincha,5/19/2020,2840,220
Ecuador,Santa Elena,5/19/2020,706,266
Ecuador,Sto. Domingo Tsachilas,5/19/2020,626,55
Ecuador,Sucumbios,5/19/2020,85,3
Ecuador,Tungurahua,5/19/2020,376,57
Ecuador,Zamora Chinchipe,5/19/2020,111,3
Ecuador,Azuay,6/19/2020,1361,47
Ecuador,Bolivar,6/19/2020,509,32
Ecuador,Canar,6/19/2020,442,37
Ecuador,Carchi,6/19/2020,223,16
Ecuador,Chimborazo,6/19/2020,604,139
Ecuador,Cotopaxi,6/19/2020,850,97
Ecuador,El Oro,6/19/2020,1743,239
Ecuador,Esmeraldas,6/19/2020,1690,129
Ecuador,Galapagos,6/19/2020,77,1
Ecuador,Guayas,6/19/2020,14769,1529
Ecuador,Imbabura,6/19/2020,448,28
Ecuador,Loja,6/19/2020,658,38
Ecuador,Los Rios,6/19/2020,2051,245
Ecuador,Manabi,6/19/2020,3705,548
