admin0,admin1,date,cases,deaths
Ecuador,Carchi,6/7/2020,184,12
Ecuador,Chimborazo,6/7/2020,480,117
Ecuador,Cotopaxi,6/7/2020,586,61
Ecuador,El Oro,6/7/2020,1309,196
Ecuador,Esmeraldas,6/7/2020,1172,95
Ecuador,Galapagos,6/7/2020,76,1
Ecuador,Guayas,6/7/2020,14422,1468
Ecuador,Imbabura,6/7/2020,250,14
Ecuador,Loja,6/7/2020,494,28
Ecuador,Los Rios,6/7/2020,1769,215
Ecuador,Manabi,6/7/2020,2833,487
Ecuador,Morona Santiago,6/7/2020,182,6
Ecuador,Napo,6/7/2020,325,22
Ecuador,Orellana,6/7/2020,326,7
Ecuador,Pastaza,6/7/2020,320,6
Ecuador,Pichincha,6/7/2020,4598,328
Ecuador,Santa Elena,6/7/2020,824,286
Ecuador,Sto. Domingo Tsachilas,6/7/2020,1195,83
Ecuador,Sucumbios,6/7/2020,165,8
Ecuador,Tungurahua,6/7/2020,609,77
Ecuador,Zamora Chinchipe,6/7/2020,277,6
Ecuador,Azuay,7/7/2020,2011,69
Ecuador,Bolivar,7/7/2020,781,41
Ecuador,Canar,7/7/2020,566,45
Ecuador,Carchi,7/7/2020,382,19
Ecuador,Chimborazo,7/7/2020,868,162
Ecuador,Cotopaxi,7/7/2020,1285,131
Ecuador,El Oro,7/7/2020,2192,282
Ecuador,Esmeraldas,7/7/2020,2240,150
Ecuador,Galapagos,7/7/2020,100,1
Ecuador,Guayas,7/7/2020,16176,1625
Ecuador,Imbabura,7/7/2020,739,45
Ecuador,Loja,7/7/2020,1152,52
Ecuador,Los Rios,7/7/2020,2472,277
Ecuador,Manabi,7/7/2020,4798,648
Ecuador,Morona Santiago,7/7/2020,1090,12
Ecuador,Napo,7/7/2020,660,37
Ecuador,Orellana,7/7/2020,841,24
Ecuador,Pastaza,7/7/2020,899,31
Ecuador,Pichincha,7/7/2020,9191,563
Ecuador,Santa Elena,7/7/2020,969,326
Ecuador,Sto. Domingo Tsachilas,7/7/2020,2407,160
Ecuador,Sucumbios,7/7/2020,527,22
Ecuador,Tungurahua,7/7/2020,1301,127
Ecuador,Zamora Chinchipe,7/7/2020,642,24
Ecuador,Azuay,8/7/2020,3876,93
Ecuador,Bolivar,8/7/2020,1174,53
Ecuador,Canar,8/7/2020,867,56
Ecuador,Carchi,8/7/2020,1138,30
Ecuador,Chimborazo,8/7/2020,1592,226
Ecuador,Cotopaxi,8/7/2020,2297,172
Ecuador,El Oro,8/7/2020,3414,339
Ecuador,Esmeraldas,8/7/2020,3264,190
Ecuador,Galapagos,8/7/2020,104,1
Ecuador,Guayas,8/7/2020,17863,1664
Ecuador,Imbabura,8/7/2020,1693,76
Ecuador,Loja,8/7/2020,2940,105
Ecuador,Los Rios,8/7/2020,2924,319
Ecuador,Manabi,8/7/2020,6946,812
Ecuador,Morona Santiago,8/7/2020,2141,14
Ecuador,Napo,8/7/2020,950,49
Ecuador,Orellana,8/7/2020,1385,34
Ecuador,Pastaza,8/7/2020,1497,44
Ecuador,Pichincha,8/7/2020,17248,763
Ecuador,Santa Elena,8/7/2020,1164,331
Ecuador,Sto. Domingo Tsachilas,8/7/2020,3837,259
Ecuador,Sucumbios,8/7/2020,1415,57
Ecuador,Tungurahua,8/7/2020,2268,172
Ecuador,Zamora Chinchipe,8/7/2020,1016,38
Ecuador,Azuay,5/8/2020,561,22
Ecuador,Bolivar,5/8/2020,197,14
Ecuador,Canar,5/8/2020,349,13
Ecuador,Carchi,5/8/2020,84,8
Ecuador,Chimborazo,5/8/2020,229,54
Ecuador,Cotopaxi,5/8/2020,148,26
Ecuador,El Oro,5/8/2020,673,110
Ecuador,Esmeraldas,5/8/2020,290,34
Ecuador,Galapagos,5/8/2020,70,1
Ecuador,Guayas,5/8/2020,12577,726
Ecuador,Imbabura,5/8/2020,108,11
Ecuador,Loja,5/8/2020,274,12
Ecuador,Los Rios,5/8/2020,1049,59
Ecuador,Manabi,5/8/2020,1263,219
Ecuador,Morona Santiago,5/8/2020,71,1
Ecuador,Napo,5/8/2020,40,3
Ecuador,Orellana,5/8/2020,48,1
Ecuador,Pastaza,5/8/2020,80,3
Ecuador,Pichincha,5/8/2020,1956,93
Ecuador,Santa Elena,5/8/2020,608,171
Ecuador,Sto. Domingo Tsachilas,5/8/2020,332,37
Ecuador,Sucumbios,5/8/2020,42,2
Ecuador,Tungurahua,5/8/2020,234,32
Ecuador,Zamora Chinchipe,5/8/2020,78,2
Ecuador,Azuay,6/8/2020,1043,36
Ecuador,Bolivar,6/8/2020,368,29
Ecuador,Canar,6/8/2020,372,33
Ecuador,Carchi,6/8/2020,186,12
Ecuador,Chimborazo,6/8/2020,480,117
Ecuador,Cotopaxi,6/8/2020,589,61
Ecuador,El Oro,6/8/2020,1320,197
Ecuador,Esmeraldas,6/8/2020,1198,96
Ecuador,Galapagos,6/8/2020,76,1
Ecuador,Guayas,6/8/2020,14438,1469
Ecuador,Imbabura,6/8/2020,251,15
Ecuador,Loja,6/8/2020,494,28
Ecuador,Los Rios,6/8/2020,1788,215
Ecuador,Manabi,6/8/2020,2838,489
Ecuador,Morona Santiago,6/8/2020,184,6
Ecuador,Napo,6/8/2020,325,24
Ecuador,Orellana,6/8/2020,327,7
Ecuador,Pastaza,6/8/2020,324,6
Ecuador,Pichincha,6/8/2020,4713,337
Ecuador,Santa Elena,6/8/2020,824,286
Ecuador,Sto. Domingo Tsachilas,6/8/2020,1215,87
Ecuador,Sucumbios,6/8/2020,165,8
Ecuador,Tungurahua,6/8/2020,627,77
Ecuador,Zamora Chinchipe,6/8/2020,277,6
Ecuador,Azuay,7/8/2020,2063,69
Ecuador,Bolivar,7/8/2020,788,41
Ecuador,Canar,7/8/2020,578,45
Ecuador,Carchi,7/8/2020,382,19
Ecuador,Chimborazo,7/8/2020,888,163
Ecuador,Cotopaxi,7/8/2020,1329,132
Ecuador,El Oro,7/8/2020,2259,284
Ecuador,Esmeraldas,7/8/2020,2370,152
Ecuador,Galapagos,7/8/2020,100,1
Ecuador,Guayas,7/8/2020,16231,1632
Ecuador,Imbabura,7/8/2020,780,46
Ecuador,Loja,7/8/2020,1162,53
Ecuador,Los Rios,7/8/2020,2507,280
Ecuador,Manabi,7/8/2020,4820,652
Ecuador,Morona Santiago,7/8/2020,1117,12
Ecuador,Napo,7/8/2020,670,37
Ecuador,Orellana,7/8/2020,847,24
Ecuador,Pastaza,7/8/2020,909,31
Ecuador,Pichincha,7/8/2020,9458,565
Ecuador,Santa Elena,7/8/2020,970,327
Ecuador,Sto. Domingo Tsachilas,7/8/2020,2425,161
Ecuador,Sucumbios,7/8/2020,609,22
Ecuador,Tungurahua,7/8/2020,1360,128
Ecuador,Zamora Chinchipe,7/8/2020,643,24
Ecuador,Azuay,8/8/2020,3974,93
Ecuador,Bolivar,8/8/2020,1192,53
Ecuador,Canar,8/8/2020,870,56
Ecuador,Carchi,8/8/2020,1195,30
Ecuador,Chimborazo,8/8/2020,1620,228
Ecuador,Cotopaxi,8/8/2020,2349,173
Ecuador,El Oro,8/8/2020,3492,340
Ecuador,Esmeraldas,8/8/2020,3322,190
Ecuador,Galapagos,8/8/2020,104,1
Ecuador,Guayas,8/8/2020,17884,1664
Ecuador,Imbabura,8/8/2020,1799,76
Ecuador,Loja,8/8/2020,3102,107
Ecuador,Los Rios,8/8/2020,2943,319
Ecuador,Manabi,8/8/2020,7047,815
Ecuador,Morona Santiago,8/8/2020,2176,16
Ecuador,Napo,8/8/2020,971,51
Ecuador,Orellana,8/8/2020,1410,34
Ecuador,Pastaza,8/8/2020,1539,44
Ecuador,Pichincha,8/8/2020,17681,769
Ecuador,Santa Elena,8/8/2020,1167,331
Ecuador,Sto. Domingo Tsachilas,8/8/2020,3921,259
Ecuador,Sucumbios,8/8/2020,1447,57
Ecuador,Tungurahua,8/8/2020,2372,172
Ecuador,Zamora Chinchipe,8/8/2020,1039,38
Ecuador,Azuay,5/9/2020,565,22
Ecuador,Bolivar,5/9/2020,163,15
Ecuador,Canar,5/9/2020,239,21
Ecuador,Carchi,5/9/2020,92,8
Ecuador,Chimborazo,5/9/2020,228,54
Ecuador,Cotopaxi,5/9/2020,160,26
Ecuador,El Oro,5/9/2020,658,108
Ecuador,Esmeraldas,5/9/2020,285,35
Ecuador,Galapagos,5/9/2020,70,1
Ecuador,Guayas,5/9/2020,11577,764
Ecuador,Imbabura,5/9/2020,114,11
Ecuador,Loja,5/9/2020,252,11
Ecuador,Los Rios,5/9/2020,985,60
Ecuador,Manabi,5/9/2020,1195,226
Ecuador,Morona Santiago,5/9/2020,44,1
Ecuador,Napo,5/9/2020,43,3
Ecuador,Orellana,5/9/2020,52,1
Ecuador,Pastaza,5/9/2020,87,4
Ecuador,Pichincha,5/9/2020,2064,99
Ecuador,Santa Elena,5/9/2020,495,174
Ecuador,Sto. Domingo Tsachilas,5/9/2020,379,37
Ecuador,Sucumbios,5/9/2020,62,2
Ecuador,Tungurahua,5/9/2020,258,32
Ecuador,Zamora Chinchipe,5/9/2020,67,2
Ecuador,Azuay,6/9/2020,1090,38
Ecuador,Bolivar,6/9/2020,371,29
Ecuador,Canar,6/9/2020,374,34
Ecuador,Carchi,6/9/2020,186,12
Ecuador,Chimborazo,6/9/2020,496,118
Ecuador,Cotopaxi,6/9/2020,604,62
Ecuador,El Oro,6/9/2020,1323,198
Ecuador,Esmeraldas,6/9/2020,1256,96
Ecuador,Galapagos,6/9/2020,76,1
Ecuador,Guayas,6/9/2020,14475,1476
Ecuador,Imbabura,6/9/2020,273,16
Ecuador,Loja,6/9/2020,503,29
Ecuador,Los Rios,6/9/2020,1808,234
Ecuador,Manabi,6/9/2020,2950,492
Ecuador,Morona Santiago,6/9/2020,198,7
Ecuador,Napo,6/9/2020,327,24
Ecuador,Orellana,6/9/2020,349,7
Ecuador,Pastaza,6/9/2020,326,6
Ecuador,Pichincha,6/9/2020,4830,343
Ecuador,Santa Elena,6/9/2020,834,288
Ecuador,Sto. Domingo Tsachilas,6/9/2020,1228,88
Ecuador,Sucumbios,6/9/2020,175,8
Ecuador,Tungurahua,6/9/2020,630,77
Ecuador,Zamora Chinchipe,6/9/2020,279,7
Ecuador,Azuay,7/9/2020,2099,69
Ecuador,Bolivar,7/9/2020,801,42
Ecuador,Canar,7/9/2020,583,45
Ecuador,Carchi,7/9/2020,399,19
Ecuador,Chimborazo,7/9/2020,890,166
Ecuador,Cotopaxi,7/9/2020,1371,133
Ecuador,El Oro,7/9/2020,2278,289
Ecuador,Esmeraldas,7/9/2020,2426,156
Ecuador,Galapagos,7/9/2020,100,1
Ecuador,Guayas,7/9/2020,16275,1634
Ecuador,Imbabura,7/9/2020,814,46
Ecuador,Loja,7/9/2020,1206,53
Ecuador,Los Rios,7/9/2020,2527,285
Ecuador,Manabi,7/9/2020,4890,660
Ecuador,Morona Santiago,7/9/2020,1153,12
Ecuador,Napo,7/9/2020,691,37
Ecuador,Orellana,7/9/2020,888,25
Ecuador,Pastaza,7/9/2020,921,31
Ecuador,Pichincha,7/9/2020,9642,568
Ecuador,Santa Elena,7/9/2020,972,327
Ecuador,Sto. Domingo Tsachilas,7/9/2020,2467,165
Ecuador,Sucumbios,7/9/2020,621,22
Ecuador,Tungurahua,7/9/2020,1373,128
Ecuador,Zamora Chinchipe,7/9/2020,675,26
Ecuador,Azuay,8/9/2020,4008,93
Ecuador,Bolivar,8/9/2020,1245,53
Ecuador,Canar,8/9/2020,872,56
Ecuador,Carchi,8/9/2020,1233,30
Ecuador,Chimborazo,8/9/2020,1651,228
Ecuador,Cotopaxi,8/9/2020,2389,173
Ecuador,El Oro,8/9/2020,3588,340
Ecuador,Esmeraldas,8/9/2020,3325,190
Ecuador,Galapagos,8/9/2020,104,1
Ecuador,Guayas,8/9/2020,17915,1664
Ecuador,Imbabura,8/9/2020,1826,76
Ecuador,Loja,8/9/2020,3140,109
Ecuador,Los Rios,8/9/2020,2948,319
Ecuador,Manabi,8/9/2020,7088,815
Ecuador,Morona Santiago,8/9/2020,2176,16
Ecuador,Napo,8/9/2020,978,51
Ecuador,Orellana,8/9/2020,1436,34
Ecuador,Pastaza,8/9/2020,1547,44
Ecuador,Pichincha,8/9/2020,17849,772
Ecuador,Santa Elena,8/9/2020,1169,331
Ecuador,Sto. Domingo Tsachilas,8/9/2020,4006,260
Ecuador,Sucumbios,8/9/2020,1591,57
Ecuador,Tungurahua,8/9/2020,2372,172
Ecuador,Zamora Chinchipe,8/9/2020,1047,38
Ecuador,Azuay,5/10/2020,569,24
Ecuador,Bolivar,5/10/2020,167,18
Ecuador,Canar,5/10/2020,241,22
Ecuador,Carchi,5/10/2020,96,8
Ecuador,Chimborazo,5/10/2020,256,66
Ecuador,Cotopaxi,5/10/2020,168,36
Ecuador,El Oro,5/10/2020,672,114
Ecuador,Esmeraldas,5/10/2020,290,43
Ecuador,Galapagos,5/10/2020,70,1
Ecuador,Guayas,5/10/2020,11705,1059
Ecuador,Imbabura,5/10/2020,126,11
Ecuador,Loja,5/10/2020,257,14
Ecuador,Los Rios,5/10/2020,1026,76
Ecuador,Manabi,5/10/2020,1299,252
Ecuador,Morona Santiago,5/10/2020,44,1
Ecuador,Napo,5/10/2020,54,3
Ecuador,Orellana,5/10/2020,60,1
Ecuador,Pastaza,5/10/2020,97,4
Ecuador,Pichincha,5/10/2020,2096,105
Ecuador,Santa Elena,5/10/2020,534,191
Ecuador,Sto. Domingo Tsachilas,5/10/2020,389,39
Ecuador,Sucumbios,5/10/2020,65,3
Ecuador,Tungurahua,5/10/2020,273,34
Ecuador,Zamora Chinchipe,5/10/2020,68,2
Ecuador,Azuay,6/10/2020,1108,41
Ecuador,Bolivar,6/10/2020,401,29
Ecuador,Canar,6/10/2020,380,34
Ecuador,Carchi,6/10/2020,187,12
Ecuador,Chimborazo,6/10/2020,508,120
Ecuador,Cotopaxi,6/10/2020,644,64
Ecuador,El Oro,6/10/2020,1347,199
Ecuador,Esmeraldas,6/10/2020,1307,98
Ecuador,Galapagos,6/10/2020,76,1
Ecuador,Guayas,6/10/2020,14507,1476
Ecuador,Imbabura,6/10/2020,295,16
Ecuador,Loja,6/10/2020,513,29
Ecuador,Los Rios,6/10/2020,1855,234
Ecuador,Manabi,6/10/2020,2990,502
Ecuador,Morona Santiago,6/10/2020,202,7
Ecuador,Napo,6/10/2020,345,24
Ecuador,Orellana,6/10/2020,359,7
Ecuador,Pastaza,6/10/2020,357,7
Ecuador,Pichincha,6/10/2020,4898,348
Ecuador,Santa Elena,6/10/2020,836,288
Ecuador,Sto. Domingo Tsachilas,6/10/2020,1250,91
Ecuador,Sucumbios,6/10/2020,176,8
Ecuador,Tungurahua,6/10/2020,634,78
Ecuador,Zamora Chinchipe,6/10/2020,309,7
Ecuador,Azuay,7/10/2020,2190,69
Ecuador,Bolivar,7/10/2020,802,42
Ecuador,Canar,7/10/2020,587,46
Ecuador,Carchi,7/10/2020,402,19
Ecuador,Chimborazo,7/10/2020,922,167
Ecuador,Cotopaxi,7/10/2020,1430,138
Ecuador,El Oro,7/10/2020,2296,294
Ecuador,Esmeraldas,7/10/2020,2427,158
Ecuador,Galapagos,7/10/2020,100,1
Ecuador,Guayas,7/10/2020,16342,1635
Ecuador,Imbabura,7/10/2020,840,47
Ecuador,Loja,7/10/2020,1272,53
Ecuador,Los Rios,7/10/2020,2534,289
Ecuador,Manabi,7/10/2020,4931,668
Ecuador,Morona Santiago,7/10/2020,1194,13
Ecuador,Napo,7/10/2020,698,37
Ecuador,Orellana,7/10/2020,888,26
Ecuador,Pastaza,7/10/2020,941,32
Ecuador,Pichincha,7/10/2020,9876,576
Ecuador,Santa Elena,7/10/2020,974,327
Ecuador,Sto. Domingo Tsachilas,7/10/2020,2473,165
Ecuador,Sucumbios,7/10/2020,622,25
Ecuador,Tungurahua,7/10/2020,1411,130
Ecuador,Zamora Chinchipe,7/10/2020,693,26
Ecuador,Azuay,8/10/2020,4026,93
Ecuador,Bolivar,8/10/2020,1247,53
Ecuador,Canar,8/10/2020,876,56
Ecuador,Carchi,8/10/2020,1233,30
Ecuador,Chimborazo,8/10/2020,1656,228
Ecuador,Cotopaxi,8/10/2020,2389,178
Ecuador,El Oro,8/10/2020,3634,340
Ecuador,Esmeraldas,8/10/2020,3361,190
Ecuador,Galapagos,8/10/2020,104,1
Ecuador,Guayas,8/10/2020,17924,1664
Ecuador,Imbabura,8/10/2020,1831,76
Ecuador,Loja,8/10/2020,3143,114
Ecuador,Los Rios,8/10/2020,2951,319
Ecuador,Manabi,8/10/2020,7121,815
Ecuador,Morona Santiago,8/10/2020,2177,16
Ecuador,Napo,8/10/2020,978,51
Ecuador,Orellana,8/10/2020,1448,34
Ecuador,Pastaza,8/10/2020,1547,44
Ecuador,Pichincha,8/10/2020,17910,772
Ecuador,Santa Elena,8/10/2020,1170,331
Ecuador,Sto. Domingo Tsachilas,8/10/2020,4009,260
Ecuador,Sucumbios,8/10/2020,1591,57
Ecuador,Tungurahua,8/10/2020,2372,172
Ecuador,Zamora Chinchipe,8/10/2020,1047,38
Ecuador,Azuay,5/11/2020,577,24
Ecuador,Bolivar,5/11/2020,166,18
Ecuador,Canar,5/11/2020,240,22
Ecuador,Carchi,5/11/2020,92,8
Ecuador,Chimborazo,5/11/2020,241,67
Ecuador,Cotopaxi,5/11/2020,171,37
Ecuador,El Oro,5/11/2020,664,114
Ecuador,Esmeraldas,5/11/2020,292,42
Ecuador,Galapagos,5/11/2020,70,1
Ecuador,Guayas,5/11/2020,11876,1063
Ecuador,Imbabura,5/11/2020,114,11
Ecuador,Loja,5/11/2020,255,14
Ecuador,Los Rios,5/11/2020,1002,77
Ecuador,Manabi,5/11/2020,1226,257
Ecuador,Morona Santiago,5/11/2020,44,1
Ecuador,Napo,5/11/2020,43,3
Ecuador,Orellana,5/11/2020,52,1
Ecuador,Pastaza,5/11/2020,87,4
Ecuador,Pichincha,5/11/2020,2071,106
Ecuador,Santa Elena,5/11/2020,514,193
Ecuador,Sto. Domingo Tsachilas,5/11/2020,385,43
Ecuador,Sucumbios,5/11/2020,63,3
Ecuador,Tungurahua,5/11/2020,260,34
Ecuador,Zamora Chinchipe,5/11/2020,67,2
Ecuador,Azuay,6/11/2020,1160,41
Ecuador,Bolivar,6/11/2020,421,30
Ecuador,Canar,6/11/2020,383,34
Ecuador,Carchi,6/11/2020,197,12
Ecuador,Chimborazo,6/11/2020,525,122
Ecuador,Cotopaxi,6/11/2020,684,65
Ecuador,El Oro,6/11/2020,1380,205
Ecuador,Esmeraldas,6/11/2020,1339,98
Ecuador,Galapagos,6/11/2020,76,1
Ecuador,Guayas,6/11/2020,14559,1478
Ecuador,Imbabura,6/11/2020,312,18
Ecuador,Loja,6/11/2020,536,33
Ecuador,Los Rios,6/11/2020,1884,237
Ecuador,Manabi,6/11/2020,3120,508
Ecuador,Morona Santiago,6/11/2020,226,8
Ecuador,Napo,6/11/2020,349,29
Ecuador,Orellana,6/11/2020,373,7
Ecuador,Pastaza,6/11/2020,363,7
Ecuador,Pichincha,6/11/2020,4946,358
Ecuador,Santa Elena,6/11/2020,844,288
Ecuador,Sto. Domingo Tsachilas,6/11/2020,1283,94
Ecuador,Sucumbios,6/11/2020,181,8
Ecuador,Tungurahua,6/11/2020,669,80
Ecuador,Zamora Chinchipe,6/11/2020,316,7
Ecuador,Azuay,7/11/2020,2231,69
Ecuador,Bolivar,7/11/2020,828,43
Ecuador,Canar,7/11/2020,595,46
Ecuador,Carchi,7/11/2020,422,19
Ecuador,Chimborazo,7/11/2020,959,169
Ecuador,Cotopaxi,7/11/2020,1444,139
Ecuador,El Oro,7/11/2020,2329,305
Ecuador,Esmeraldas,7/11/2020,2518,161
Ecuador,Galapagos,7/11/2020,100,1
Ecuador,Guayas,7/11/2020,16453,1637
Ecuador,Imbabura,7/11/2020,856,47
Ecuador,Loja,7/11/2020,1297,55
Ecuador,Los Rios,7/11/2020,2571,295
Ecuador,Manabi,7/11/2020,5056,679
Ecuador,Morona Santiago,7/11/2020,1244,13
Ecuador,Napo,7/11/2020,726,37
Ecuador,Orellana,7/11/2020,918,26
Ecuador,Pastaza,7/11/2020,962,32
Ecuador,Pichincha,7/11/2020,10414,581
Ecuador,Santa Elena,7/11/2020,986,327
Ecuador,Sto. Domingo Tsachilas,7/11/2020,2533,169
Ecuador,Sucumbios,7/11/2020,642,25
Ecuador,Tungurahua,7/11/2020,1453,130
Ecuador,Zamora Chinchipe,7/11/2020,716,26
Ecuador,Azuay,8/11/2020,4046,93
Ecuador,Bolivar,8/11/2020,1260,53
Ecuador,Canar,8/11/2020,881,56
Ecuador,Carchi,8/11/2020,1316,30
Ecuador,Chimborazo,8/11/2020,1685,228
Ecuador,Cotopaxi,8/11/2020,2460,178
Ecuador,El Oro,8/11/2020,3666,342
Ecuador,Esmeraldas,8/11/2020,3370,191
Ecuador,Galapagos,8/11/2020,104,1
Ecuador,Guayas,8/11/2020,17936,1664
Ecuador,Imbabura,8/11/2020,1886,78
Ecuador,Loja,8/11/2020,3164,114
Ecuador,Los Rios,8/11/2020,2955,319
Ecuador,Manabi,8/11/2020,7144,817
Ecuador,Morona Santiago,8/11/2020,2190,16
Ecuador,Napo,8/11/2020,980,51
Ecuador,Orellana,8/11/2020,1451,34
Ecuador,Pastaza,8/11/2020,1553,44
Ecuador,Pichincha,8/11/2020,18275,773
Ecuador,Santa Elena,8/11/2020,1172,331
Ecuador,Sto. Domingo Tsachilas,8/11/2020,4053,271
Ecuador,Sucumbios,8/11/2020,1604,57
Ecuador,Tungurahua,8/11/2020,2409,172
Ecuador,Zamora Chinchipe,8/11/2020,1047,38
Ecuador,Azuay,5/12/2020,576,25
Ecuador,Bolivar,5/12/2020,179,18
Ecuador,Canar,5/12/2020,250,22
Ecuador,Carchi,5/12/2020,100,8
Ecuador,Chimborazo,5/12/2020,253,70
Ecuador,Cotopaxi,5/12/2020,207,38
Ecuador,El Oro,5/12/2020,707,126
Ecuador,Esmeraldas,5/12/2020,372,49
Ecuador,Galapagos,5/12/2020,71,1
Ecuador,Guayas,5/12/2020,11999,1174
Ecuador,Imbabura,5/12/2020,141,11
Ecuador,Loja,5/12/2020,259,14
Ecuador,Los Rios,5/12/2020,1006,92
Ecuador,Manabi,5/12/2020,1277,275
Ecuador,Morona Santiago,5/12/2020,49,1
Ecuador,Napo,5/12/2020,61,3
Ecuador,Orellana,5/12/2020,67,1
Ecuador,Pastaza,5/12/2020,114,5
Ecuador,Pichincha,5/12/2020,2336,114
Ecuador,Santa Elena,5/12/2020,521,190
Ecuador,Sto. Domingo Tsachilas,5/12/2020,488,48
Ecuador,Sucumbios,5/12/2020,67,3
Ecuador,Tungurahua,5/12/2020,312,37
Ecuador,Zamora Chinchipe,5/12/2020,70,2
Ecuador,Azuay,6/12/2020,1192,41
Ecuador,Bolivar,6/12/2020,438,31
Ecuador,Canar,6/12/2020,389,35
Ecuador,Carchi,6/12/2020,198,12
Ecuador,Chimborazo,6/12/2020,535,125
Ecuador,Cotopaxi,6/12/2020,704,66
Ecuador,El Oro,6/12/2020,1442,218
Ecuador,Esmeraldas,6/12/2020,1374,101
Ecuador,Galapagos,6/12/2020,76,1
Ecuador,Guayas,6/12/2020,14615,1488
Ecuador,Imbabura,6/12/2020,320,18
Ecuador,Loja,6/12/2020,549,34
Ecuador,Los Rios,6/12/2020,1919,239
Ecuador,Manabi,6/12/2020,3209,513
Ecuador,Morona Santiago,6/12/2020,259,8
Ecuador,Napo,6/12/2020,361,29
Ecuador,Orellana,6/12/2020,388,7
Ecuador,Pastaza,6/12/2020,380,7
Ecuador,Pichincha,6/12/2020,5060,377
Ecuador,Santa Elena,6/12/2020,854,289
Ecuador,Sto. Domingo Tsachilas,6/12/2020,1314,94
Ecuador,Sucumbios,6/12/2020,226,8
Ecuador,Tungurahua,6/12/2020,677,80
Ecuador,Zamora Chinchipe,6/12/2020,343,7
Ecuador,Azuay,7/12/2020,2262,69
Ecuador,Bolivar,7/12/2020,832,43
Ecuador,Canar,7/12/2020,608,46
Ecuador,Carchi,7/12/2020,459,19
Ecuador,Chimborazo,7/12/2020,980,170
Ecuador,Cotopaxi,7/12/2020,1472,139
Ecuador,El Oro,7/12/2020,2354,305
Ecuador,Esmeraldas,7/12/2020,2523,161
Ecuador,Galapagos,7/12/2020,100,1
Ecuador,Guayas,7/12/2020,16480,1637
Ecuador,Imbabura,7/12/2020,860,47
Ecuador,Loja,7/12/2020,1323,55
Ecuador,Los Rios,7/12/2020,2598,297
Ecuador,Manabi,7/12/2020,5110,680
Ecuador,Morona Santiago,7/12/2020,1286,13
Ecuador,Napo,7/12/2020,726,42
Ecuador,Orellana,7/12/2020,921,27
Ecuador,Pastaza,7/12/2020,962,33
Ecuador,Pichincha,7/12/2020,10673,583
Ecuador,Santa Elena,7/12/2020,988,327
Ecuador,Sto. Domingo Tsachilas,7/12/2020,2554,169
Ecuador,Sucumbios,7/12/2020,644,25
Ecuador,Tungurahua,7/12/2020,1479,132
Ecuador,Zamora Chinchipe,7/12/2020,720,27
Ecuador,Azuay,8/12/2020,4055,93
Ecuador,Bolivar,8/12/2020,1292,53
Ecuador,Canar,8/12/2020,891,58
Ecuador,Carchi,8/12/2020,1343,30
Ecuador,Chimborazo,8/12/2020,1695,231
Ecuador,Cotopaxi,8/12/2020,2480,178
Ecuador,El Oro,8/12/2020,3721,342
Ecuador,Esmeraldas,8/12/2020,3383,191
Ecuador,Galapagos,8/12/2020,105,1
Ecuador,Guayas,8/12/2020,17993,1665
Ecuador,Imbabura,8/12/2020,1976,79
Ecuador,Loja,8/12/2020,3247,116
Ecuador,Los Rios,8/12/2020,2967,321
Ecuador,Manabi,8/12/2020,7174,821
Ecuador,Morona Santiago,8/12/2020,2192,16
Ecuador,Napo,8/12/2020,985,51
Ecuador,Orellana,8/12/2020,1455,34
Ecuador,Pastaza,8/12/2020,1645,44
Ecuador,Pichincha,8/12/2020,19057,780
Ecuador,Santa Elena,8/12/2020,1178,332
Ecuador,Sto. Domingo Tsachilas,8/12/2020,4120,280
Ecuador,Sucumbios,8/12/2020,1650,57
Ecuador,Tungurahua,8/12/2020,2480,173
Ecuador,Zamora Chinchipe,8/12/2020,1070,38
Ecuador,Azuay,5/13/2020,579,25
Ecuador,Bolivar,5/13/2020,180,18
Ecuador,Canar,5/13/2020,250,22
Ecuador,Carchi,5/13/2020,100,8
Ecuador,Chimborazo,5/13/2020,253,70
Ecuador,Cotopaxi,5/13/2020,207,38
Ecuador,El Oro,5/13/2020,710,126
Ecuador,Esmeraldas,5/13/2020,374,49
Ecuador,Galapagos,5/13/2020,71,1
Ecuador,Guayas,5/13/2020,12046,1174
Ecuador,Imbabura,5/13/2020,141,11
Ecuador,Loja,5/13/2020,260,14
Ecuador,Los Rios,5/13/2020,1007,93
Ecuador,Manabi,5/13/2020,1280,278
Ecuador,Morona Santiago,5/13/2020,49,1
Ecuador,Napo,5/13/2020,61,3
Ecuador,Orellana,5/13/2020,67,1
Ecuador,Pastaza,5/13/2020,114,5
Ecuador,Pichincha,5/13/2020,2339,114
Ecuador,Santa Elena,5/13/2020,524,193
Ecuador,Sto. Domingo Tsachilas,5/13/2020,488,48
Ecuador,Sucumbios,5/13/2020,67,3
Ecuador,Tungurahua,5/13/2020,312,37
Ecuador,Zamora Chinchipe,5/13/2020,70,2
Ecuador,Azuay,6/13/2020,1232,41
Ecuador,Bolivar,6/13/2020,449,31
Ecuador,Canar,6/13/2020,411,37
Ecuador,Carchi,6/13/2020,199,13
Ecuador,Chimborazo,6/13/2020,538,125
Ecuador,Cotopaxi,6/13/2020,738,68
Ecuador,El Oro,6/13/2020,1489,218
Ecuador,Esmeraldas,6/13/2020,1420,101
Ecuador,Galapagos,6/13/2020,77,1
